item_code,box_length,box_width,box_height,box_weight,item_weight,box_volume,item_volume,number_of_item_in_box,slot_type,l_c,w_c,h_c,slot_volume,orientation,max_box_in_slot,max_item_in_slot,max_item_in_slot_volume,max_item_in_slot_weight
12002014001,27.0,17.0,17.0,2.87,0.23916666666666667,7803.0,650.3,12,1.0,40.0,25.0,31.0,31000.0,3,2,24,15606.0,5.74
12002014001,27.0,17.0,17.0,2.87,0.23916666666666667,7803.0,650.3,12,1.0,40.0,25.0,31.0,31000.0,4,2,24,15606.0,5.74
12002014001,27.0,17.0,17.0,2.87,0.23916666666666667,7803.0,650.3,12,2.0,30.0,25.0,20.5,15375.0,0,1,12,7803.0,2.87
12002014001,27.0,17.0,17.0,2.87,0.23916666666666667,7803.0,650.3,12,2.0,30.0,25.0,20.5,15375.0,1,1,12,7803.0,2.87
12002014001,27.0,17.0,17.0,2.87,0.23916666666666667,7803.0,650.3,12,3.0,60.0,25.0,43.0,64500.0,0,4,48,31212.0,11.48
12002014001,27.0,17.0,17.0,2.87,0.23916666666666667,7803.0,650.3,12,3.0,60.0,25.0,43.0,64500.0,1,4,48,31212.0,11.48
12002014001,27.0,17.0,17.0,2.87,0.23916666666666667,7803.0,650.3,12,3.0,60.0,25.0,43.0,64500.0,3,3,36,23409.0,8.61
12002014001,27.0,17.0,17.0,2.87,0.23916666666666667,7803.0,650.3,12,3.0,60.0,25.0,43.0,64500.0,4,3,36,23409.0,8.61
12002014001,27.0,17.0,17.0,2.87,0.23916666666666667,7803.0,650.3,12,4.0,120.0,25.0,43.0,129000.0,0,8,96,62424.0,22.96
12002014001,27.0,17.0,17.0,2.87,0.23916666666666667,7803.0,650.3,12,4.0,120.0,25.0,43.0,129000.0,1,8,96,62424.0,22.96
12002014001,27.0,17.0,17.0,2.87,0.23916666666666667,7803.0,650.3,12,4.0,120.0,25.0,43.0,129000.0,3,7,84,54621.0,20.09
12002014001,27.0,17.0,17.0,2.87,0.23916666666666667,7803.0,650.3,12,4.0,120.0,25.0,43.0,129000.0,4,7,84,54621.0,20.09
12002018001,29.0,17.0,25.0,4.93,0.8216666666666667,12325.0,2054.2,6,0.0,40.0,25.0,43.0,43000.0,0,1,6,12325.0,4.93
12002018001,29.0,17.0,25.0,4.93,0.8216666666666667,12325.0,2054.2,6,0.0,40.0,25.0,43.0,43000.0,1,2,12,24650.0,9.86
12002018001,29.0,17.0,25.0,4.93,0.8216666666666667,12325.0,2054.2,6,0.0,40.0,25.0,43.0,43000.0,3,1,6,12325.0,4.93
12002018001,29.0,17.0,25.0,4.93,0.8216666666666667,12325.0,2054.2,6,0.0,40.0,25.0,43.0,43000.0,4,2,12,24650.0,9.86
12002018001,29.0,17.0,25.0,4.93,0.8216666666666667,12325.0,2054.2,6,1.0,40.0,25.0,31.0,31000.0,0,1,6,12325.0,4.93
12002018001,29.0,17.0,25.0,4.93,0.8216666666666667,12325.0,2054.2,6,1.0,40.0,25.0,31.0,31000.0,1,1,6,12325.0,4.93
12002018001,29.0,17.0,25.0,4.93,0.8216666666666667,12325.0,2054.2,6,1.0,40.0,25.0,31.0,31000.0,3,1,6,12325.0,4.93
12002018001,29.0,17.0,25.0,4.93,0.8216666666666667,12325.0,2054.2,6,1.0,40.0,25.0,31.0,31000.0,4,2,12,24650.0,9.86
12002018001,29.0,17.0,25.0,4.93,0.8216666666666667,12325.0,2054.2,6,2.0,30.0,25.0,20.5,15375.0,1,1,6,12325.0,4.93
12002018001,29.0,17.0,25.0,4.93,0.8216666666666667,12325.0,2054.2,6,3.0,60.0,25.0,43.0,64500.0,0,2,12,24650.0,9.86
12002018001,29.0,17.0,25.0,4.93,0.8216666666666667,12325.0,2054.2,6,3.0,60.0,25.0,43.0,64500.0,1,4,24,49300.0,19.72
12002018001,29.0,17.0,25.0,4.93,0.8216666666666667,12325.0,2054.2,6,3.0,60.0,25.0,43.0,64500.0,3,2,12,24650.0,9.86
12002018001,29.0,17.0,25.0,4.93,0.8216666666666667,12325.0,2054.2,6,3.0,60.0,25.0,43.0,64500.0,4,3,18,36975.0,14.79
12002018001,29.0,17.0,25.0,4.93,0.8216666666666667,12325.0,2054.2,6,4.0,120.0,25.0,43.0,129000.0,0,4,24,49300.0,19.72
12002018001,29.0,17.0,25.0,4.93,0.8216666666666667,12325.0,2054.2,6,4.0,120.0,25.0,43.0,129000.0,1,8,48,98600.0,39.44
12002018001,29.0,17.0,25.0,4.93,0.8216666666666667,12325.0,2054.2,6,4.0,120.0,25.0,43.0,129000.0,3,4,24,49300.0,19.72
12002018001,29.0,17.0,25.0,4.93,0.8216666666666667,12325.0,2054.2,6,4.0,120.0,25.0,43.0,129000.0,4,7,42,86275.0,34.51
12002021001,25.0,21.0,22.0,7.0,1.1666666666666667,11550.0,1925.0,6,0.0,40.0,25.0,43.0,43000.0,0,1,6,11550.0,7.0
12002021001,25.0,21.0,22.0,7.0,1.1666666666666667,11550.0,1925.0,6,0.0,40.0,25.0,43.0,43000.0,1,2,12,23100.0,14.0
12002021001,25.0,21.0,22.0,7.0,1.1666666666666667,11550.0,1925.0,6,0.0,40.0,25.0,43.0,43000.0,2,2,12,23100.0,14.0
12002021001,25.0,21.0,22.0,7.0,1.1666666666666667,11550.0,1925.0,6,0.0,40.0,25.0,43.0,43000.0,3,1,6,11550.0,7.0
12002021001,25.0,21.0,22.0,7.0,1.1666666666666667,11550.0,1925.0,6,0.0,40.0,25.0,43.0,43000.0,4,1,6,11550.0,7.0
12002021001,25.0,21.0,22.0,7.0,1.1666666666666667,11550.0,1925.0,6,0.0,40.0,25.0,43.0,43000.0,5,1,6,11550.0,7.0
12002021001,25.0,21.0,22.0,7.0,1.1666666666666667,11550.0,1925.0,6,1.0,40.0,25.0,31.0,31000.0,0,1,6,11550.0,7.0
12002021001,25.0,21.0,22.0,7.0,1.1666666666666667,11550.0,1925.0,6,1.0,40.0,25.0,31.0,31000.0,1,1,6,11550.0,7.0
12002021001,25.0,21.0,22.0,7.0,1.1666666666666667,11550.0,1925.0,6,1.0,40.0,25.0,31.0,31000.0,2,1,6,11550.0,7.0
12002021001,25.0,21.0,22.0,7.0,1.1666666666666667,11550.0,1925.0,6,1.0,40.0,25.0,31.0,31000.0,3,1,6,11550.0,7.0
12002021001,25.0,21.0,22.0,7.0,1.1666666666666667,11550.0,1925.0,6,1.0,40.0,25.0,31.0,31000.0,4,1,6,11550.0,7.0
12002021001,25.0,21.0,22.0,7.0,1.1666666666666667,11550.0,1925.0,6,1.0,40.0,25.0,31.0,31000.0,5,1,6,11550.0,7.0
12002021001,25.0,21.0,22.0,7.0,1.1666666666666667,11550.0,1925.0,6,3.0,60.0,25.0,43.0,64500.0,0,2,12,23100.0,14.0
12002021001,25.0,21.0,22.0,7.0,1.1666666666666667,11550.0,1925.0,6,3.0,60.0,25.0,43.0,64500.0,1,4,24,46200.0,28.0
12002021001,25.0,21.0,22.0,7.0,1.1666666666666667,11550.0,1925.0,6,3.0,60.0,25.0,43.0,64500.0,2,4,24,46200.0,28.0
12002021001,25.0,21.0,22.0,7.0,1.1666666666666667,11550.0,1925.0,6,3.0,60.0,25.0,43.0,64500.0,3,2,12,23100.0,14.0
12002021001,25.0,21.0,22.0,7.0,1.1666666666666667,11550.0,1925.0,6,3.0,60.0,25.0,43.0,64500.0,4,2,12,23100.0,14.0
12002021001,25.0,21.0,22.0,7.0,1.1666666666666667,11550.0,1925.0,6,3.0,60.0,25.0,43.0,64500.0,5,2,12,23100.0,14.0
12002021001,25.0,21.0,22.0,7.0,1.1666666666666667,11550.0,1925.0,6,4.0,120.0,25.0,43.0,129000.0,0,4,24,46200.0,28.0
12002021001,25.0,21.0,22.0,7.0,1.1666666666666667,11550.0,1925.0,6,4.0,120.0,25.0,43.0,129000.0,1,8,48,92400.0,56.0
12002021001,25.0,21.0,22.0,7.0,1.1666666666666667,11550.0,1925.0,6,4.0,120.0,25.0,43.0,129000.0,2,10,60,115500.0,70.0
12002021001,25.0,21.0,22.0,7.0,1.1666666666666667,11550.0,1925.0,6,4.0,120.0,25.0,43.0,129000.0,3,5,30,57750.0,35.0
12002021001,25.0,21.0,22.0,7.0,1.1666666666666667,11550.0,1925.0,6,4.0,120.0,25.0,43.0,129000.0,4,5,30,57750.0,35.0
12002021001,25.0,21.0,22.0,7.0,1.1666666666666667,11550.0,1925.0,6,4.0,120.0,25.0,43.0,129000.0,5,5,30,57750.0,35.0
12002023001,41.0,21.0,24.0,10.7,0.8916666666666666,20664.0,1722.0,12,0.0,40.0,25.0,43.0,43000.0,3,1,12,20664.0,10.7
12002023001,41.0,21.0,24.0,10.7,0.8916666666666666,20664.0,1722.0,12,0.0,40.0,25.0,43.0,43000.0,4,1,12,20664.0,10.7
12002023001,41.0,21.0,24.0,10.7,0.8916666666666666,20664.0,1722.0,12,3.0,60.0,25.0,43.0,64500.0,0,1,12,20664.0,10.7
12002023001,41.0,21.0,24.0,10.7,0.8916666666666666,20664.0,1722.0,12,3.0,60.0,25.0,43.0,64500.0,1,2,24,41328.0,21.4
12002023001,41.0,21.0,24.0,10.7,0.8916666666666666,20664.0,1722.0,12,3.0,60.0,25.0,43.0,64500.0,3,2,24,41328.0,21.4
12002023001,41.0,21.0,24.0,10.7,0.8916666666666666,20664.0,1722.0,12,3.0,60.0,25.0,43.0,64500.0,4,2,24,41328.0,21.4
12002023001,41.0,21.0,24.0,10.7,0.8916666666666666,20664.0,1722.0,12,4.0,120.0,25.0,43.0,129000.0,0,2,24,41328.0,21.4
12002023001,41.0,21.0,24.0,10.7,0.8916666666666666,20664.0,1722.0,12,4.0,120.0,25.0,43.0,129000.0,1,4,48,82656.0,42.8
12002023001,41.0,21.0,24.0,10.7,0.8916666666666666,20664.0,1722.0,12,4.0,120.0,25.0,43.0,129000.0,3,5,60,103320.0,53.5
12002023001,41.0,21.0,24.0,10.7,0.8916666666666666,20664.0,1722.0,12,4.0,120.0,25.0,43.0,129000.0,4,5,60,103320.0,53.5
12002024001,42.0,23.0,26.0,10.8,0.9,25116.0,2093.0,12,0.0,40.0,25.0,43.0,43000.0,3,1,12,25116.0,10.8
12002024001,42.0,23.0,26.0,10.8,0.9,25116.0,2093.0,12,3.0,60.0,25.0,43.0,64500.0,0,1,12,25116.0,10.8
12002024001,42.0,23.0,26.0,10.8,0.9,25116.0,2093.0,12,3.0,60.0,25.0,43.0,64500.0,3,2,24,50232.0,21.6
12002024001,42.0,23.0,26.0,10.8,0.9,25116.0,2093.0,12,4.0,120.0,25.0,43.0,129000.0,0,2,24,50232.0,21.6
12002024001,42.0,23.0,26.0,10.8,0.9,25116.0,2093.0,12,4.0,120.0,25.0,43.0,129000.0,3,4,48,100464.0,43.2
12002026001,31.0,23.0,22.0,7.27,0.6058333333333333,15686.0,1307.2,12,0.0,40.0,25.0,43.0,43000.0,0,1,12,15686.0,7.27
12002026001,31.0,23.0,22.0,7.27,0.6058333333333333,15686.0,1307.2,12,0.0,40.0,25.0,43.0,43000.0,1,1,12,15686.0,7.27
12002026001,31.0,23.0,22.0,7.27,0.6058333333333333,15686.0,1307.2,12,0.0,40.0,25.0,43.0,43000.0,3,1,12,15686.0,7.27
12002026001,31.0,23.0,22.0,7.27,0.6058333333333333,15686.0,1307.2,12,0.0,40.0,25.0,43.0,43000.0,4,1,12,15686.0,7.27
12002026001,31.0,23.0,22.0,7.27,0.6058333333333333,15686.0,1307.2,12,1.0,40.0,25.0,31.0,31000.0,0,1,12,15686.0,7.27
12002026001,31.0,23.0,22.0,7.27,0.6058333333333333,15686.0,1307.2,12,1.0,40.0,25.0,31.0,31000.0,1,1,12,15686.0,7.27
12002026001,31.0,23.0,22.0,7.27,0.6058333333333333,15686.0,1307.2,12,1.0,40.0,25.0,31.0,31000.0,3,1,12,15686.0,7.27
12002026001,31.0,23.0,22.0,7.27,0.6058333333333333,15686.0,1307.2,12,1.0,40.0,25.0,31.0,31000.0,4,1,12,15686.0,7.27
12002026001,31.0,23.0,22.0,7.27,0.6058333333333333,15686.0,1307.2,12,3.0,60.0,25.0,43.0,64500.0,0,1,12,15686.0,7.27
12002026001,31.0,23.0,22.0,7.27,0.6058333333333333,15686.0,1307.2,12,3.0,60.0,25.0,43.0,64500.0,1,1,12,15686.0,7.27
12002026001,31.0,23.0,22.0,7.27,0.6058333333333333,15686.0,1307.2,12,3.0,60.0,25.0,43.0,64500.0,3,2,24,31372.0,14.54
12002026001,31.0,23.0,22.0,7.27,0.6058333333333333,15686.0,1307.2,12,3.0,60.0,25.0,43.0,64500.0,4,2,24,31372.0,14.54
12002026001,31.0,23.0,22.0,7.27,0.6058333333333333,15686.0,1307.2,12,4.0,120.0,25.0,43.0,129000.0,0,3,36,47058.0,21.81
12002026001,31.0,23.0,22.0,7.27,0.6058333333333333,15686.0,1307.2,12,4.0,120.0,25.0,43.0,129000.0,1,3,36,47058.0,21.81
12002026001,31.0,23.0,22.0,7.27,0.6058333333333333,15686.0,1307.2,12,4.0,120.0,25.0,43.0,129000.0,3,5,60,78430.0,36.349999999999994
12002026001,31.0,23.0,22.0,7.27,0.6058333333333333,15686.0,1307.2,12,4.0,120.0,25.0,43.0,129000.0,4,5,60,78430.0,36.349999999999994
12002030001,32.0,19.0,22.0,7.11,0.5925,13376.0,1114.7,12,0.0,40.0,25.0,43.0,43000.0,0,1,12,13376.0,7.11
12002030001,32.0,19.0,22.0,7.11,0.5925,13376.0,1114.7,12,0.0,40.0,25.0,43.0,43000.0,1,2,24,26752.0,14.22
12002030001,32.0,19.0,22.0,7.11,0.5925,13376.0,1114.7,12,0.0,40.0,25.0,43.0,43000.0,3,1,12,13376.0,7.11
12002030001,32.0,19.0,22.0,7.11,0.5925,13376.0,1114.7,12,0.0,40.0,25.0,43.0,43000.0,4,2,24,26752.0,14.22
12002030001,32.0,19.0,22.0,7.11,0.5925,13376.0,1114.7,12,1.0,40.0,25.0,31.0,31000.0,0,1,12,13376.0,7.11
12002030001,32.0,19.0,22.0,7.11,0.5925,13376.0,1114.7,12,1.0,40.0,25.0,31.0,31000.0,1,1,12,13376.0,7.11
12002030001,32.0,19.0,22.0,7.11,0.5925,13376.0,1114.7,12,3.0,60.0,25.0,43.0,64500.0,0,1,12,13376.0,7.11
12002030001,32.0,19.0,22.0,7.11,0.5925,13376.0,1114.7,12,3.0,60.0,25.0,43.0,64500.0,1,2,24,26752.0,14.22
12002030001,32.0,19.0,22.0,7.11,0.5925,13376.0,1114.7,12,3.0,60.0,25.0,43.0,64500.0,3,2,24,26752.0,14.22
12002030001,32.0,19.0,22.0,7.11,0.5925,13376.0,1114.7,12,3.0,60.0,25.0,43.0,64500.0,4,3,36,40128.0,21.330000000000002
12002030001,32.0,19.0,22.0,7.11,0.5925,13376.0,1114.7,12,4.0,120.0,25.0,43.0,129000.0,0,3,36,40128.0,21.330000000000002
12002030001,32.0,19.0,22.0,7.11,0.5925,13376.0,1114.7,12,4.0,120.0,25.0,43.0,129000.0,1,6,72,80256.0,42.660000000000004
12002030001,32.0,19.0,22.0,7.11,0.5925,13376.0,1114.7,12,4.0,120.0,25.0,43.0,129000.0,3,5,60,66880.0,35.550000000000004
12002030001,32.0,19.0,22.0,7.11,0.5925,13376.0,1114.7,12,4.0,120.0,25.0,43.0,129000.0,4,6,72,80256.0,42.660000000000004
12002035001,29.0,17.0,25.0,4.98,0.8300000000000001,12325.0,2054.2,6,0.0,40.0,25.0,43.0,43000.0,0,1,6,12325.0,4.98
12002035001,29.0,17.0,25.0,4.98,0.8300000000000001,12325.0,2054.2,6,0.0,40.0,25.0,43.0,43000.0,1,2,12,24650.0,9.96
12002035001,29.0,17.0,25.0,4.98,0.8300000000000001,12325.0,2054.2,6,0.0,40.0,25.0,43.0,43000.0,3,1,6,12325.0,4.98
12002035001,29.0,17.0,25.0,4.98,0.8300000000000001,12325.0,2054.2,6,0.0,40.0,25.0,43.0,43000.0,4,2,12,24650.0,9.96
12002035001,29.0,17.0,25.0,4.98,0.8300000000000001,12325.0,2054.2,6,1.0,40.0,25.0,31.0,31000.0,0,1,6,12325.0,4.98
12002035001,29.0,17.0,25.0,4.98,0.8300000000000001,12325.0,2054.2,6,1.0,40.0,25.0,31.0,31000.0,1,1,6,12325.0,4.98
12002035001,29.0,17.0,25.0,4.98,0.8300000000000001,12325.0,2054.2,6,1.0,40.0,25.0,31.0,31000.0,3,1,6,12325.0,4.98
12002035001,29.0,17.0,25.0,4.98,0.8300000000000001,12325.0,2054.2,6,1.0,40.0,25.0,31.0,31000.0,4,2,12,24650.0,9.96
12002035001,29.0,17.0,25.0,4.98,0.8300000000000001,12325.0,2054.2,6,2.0,30.0,25.0,20.5,15375.0,1,1,6,12325.0,4.98
12002035001,29.0,17.0,25.0,4.98,0.8300000000000001,12325.0,2054.2,6,3.0,60.0,25.0,43.0,64500.0,0,2,12,24650.0,9.96
12002035001,29.0,17.0,25.0,4.98,0.8300000000000001,12325.0,2054.2,6,3.0,60.0,25.0,43.0,64500.0,1,4,24,49300.0,19.92
12002035001,29.0,17.0,25.0,4.98,0.8300000000000001,12325.0,2054.2,6,3.0,60.0,25.0,43.0,64500.0,3,2,12,24650.0,9.96
12002035001,29.0,17.0,25.0,4.98,0.8300000000000001,12325.0,2054.2,6,3.0,60.0,25.0,43.0,64500.0,4,3,18,36975.0,14.940000000000001
12002035001,29.0,17.0,25.0,4.98,0.8300000000000001,12325.0,2054.2,6,4.0,120.0,25.0,43.0,129000.0,0,4,24,49300.0,19.92
12002035001,29.0,17.0,25.0,4.98,0.8300000000000001,12325.0,2054.2,6,4.0,120.0,25.0,43.0,129000.0,1,8,48,98600.0,39.84
12002035001,29.0,17.0,25.0,4.98,0.8300000000000001,12325.0,2054.2,6,4.0,120.0,25.0,43.0,129000.0,3,4,24,49300.0,19.92
12002035001,29.0,17.0,25.0,4.98,0.8300000000000001,12325.0,2054.2,6,4.0,120.0,25.0,43.0,129000.0,4,7,42,86275.0,34.86
12002036001,31.0,24.0,21.0,7.316,0.6096666666666667,15624.0,1302.0,12,0.0,40.0,25.0,43.0,43000.0,0,2,24,31248.0,14.632
12002036001,31.0,24.0,21.0,7.316,0.6096666666666667,15624.0,1302.0,12,0.0,40.0,25.0,43.0,43000.0,1,1,12,15624.0,7.316
12002036001,31.0,24.0,21.0,7.316,0.6096666666666667,15624.0,1302.0,12,0.0,40.0,25.0,43.0,43000.0,3,1,12,15624.0,7.316
12002036001,31.0,24.0,21.0,7.316,0.6096666666666667,15624.0,1302.0,12,0.0,40.0,25.0,43.0,43000.0,4,1,12,15624.0,7.316
12002036001,31.0,24.0,21.0,7.316,0.6096666666666667,15624.0,1302.0,12,1.0,40.0,25.0,31.0,31000.0,0,1,12,15624.0,7.316
12002036001,31.0,24.0,21.0,7.316,0.6096666666666667,15624.0,1302.0,12,1.0,40.0,25.0,31.0,31000.0,1,1,12,15624.0,7.316
12002036001,31.0,24.0,21.0,7.316,0.6096666666666667,15624.0,1302.0,12,1.0,40.0,25.0,31.0,31000.0,3,1,12,15624.0,7.316
12002036001,31.0,24.0,21.0,7.316,0.6096666666666667,15624.0,1302.0,12,1.0,40.0,25.0,31.0,31000.0,4,1,12,15624.0,7.316
12002036001,31.0,24.0,21.0,7.316,0.6096666666666667,15624.0,1302.0,12,3.0,60.0,25.0,43.0,64500.0,0,2,24,31248.0,14.632
12002036001,31.0,24.0,21.0,7.316,0.6096666666666667,15624.0,1302.0,12,3.0,60.0,25.0,43.0,64500.0,1,1,12,15624.0,7.316
12002036001,31.0,24.0,21.0,7.316,0.6096666666666667,15624.0,1302.0,12,3.0,60.0,25.0,43.0,64500.0,3,2,24,31248.0,14.632
12002036001,31.0,24.0,21.0,7.316,0.6096666666666667,15624.0,1302.0,12,3.0,60.0,25.0,43.0,64500.0,4,2,24,31248.0,14.632
12002036001,31.0,24.0,21.0,7.316,0.6096666666666667,15624.0,1302.0,12,4.0,120.0,25.0,43.0,129000.0,0,6,72,93744.0,43.896
12002036001,31.0,24.0,21.0,7.316,0.6096666666666667,15624.0,1302.0,12,4.0,120.0,25.0,43.0,129000.0,1,3,36,46872.0,21.948
12002036001,31.0,24.0,21.0,7.316,0.6096666666666667,15624.0,1302.0,12,4.0,120.0,25.0,43.0,129000.0,3,5,60,78120.0,36.58
12002036001,31.0,24.0,21.0,7.316,0.6096666666666667,15624.0,1302.0,12,4.0,120.0,25.0,43.0,129000.0,4,5,60,78120.0,36.58
12002037001,26.0,22.0,23.0,7.0,1.1666666666666667,13156.0,2192.7,6,0.0,40.0,25.0,43.0,43000.0,0,1,6,13156.0,7.0
12002037001,26.0,22.0,23.0,7.0,1.1666666666666667,13156.0,2192.7,6,0.0,40.0,25.0,43.0,43000.0,1,1,6,13156.0,7.0
12002037001,26.0,22.0,23.0,7.0,1.1666666666666667,13156.0,2192.7,6,0.0,40.0,25.0,43.0,43000.0,3,1,6,13156.0,7.0
12002037001,26.0,22.0,23.0,7.0,1.1666666666666667,13156.0,2192.7,6,0.0,40.0,25.0,43.0,43000.0,4,1,6,13156.0,7.0
12002037001,26.0,22.0,23.0,7.0,1.1666666666666667,13156.0,2192.7,6,1.0,40.0,25.0,31.0,31000.0,0,1,6,13156.0,7.0
12002037001,26.0,22.0,23.0,7.0,1.1666666666666667,13156.0,2192.7,6,1.0,40.0,25.0,31.0,31000.0,1,1,6,13156.0,7.0
12002037001,26.0,22.0,23.0,7.0,1.1666666666666667,13156.0,2192.7,6,1.0,40.0,25.0,31.0,31000.0,3,1,6,13156.0,7.0
12002037001,26.0,22.0,23.0,7.0,1.1666666666666667,13156.0,2192.7,6,1.0,40.0,25.0,31.0,31000.0,4,1,6,13156.0,7.0
12002037001,26.0,22.0,23.0,7.0,1.1666666666666667,13156.0,2192.7,6,3.0,60.0,25.0,43.0,64500.0,0,2,12,26312.0,14.0
12002037001,26.0,22.0,23.0,7.0,1.1666666666666667,13156.0,2192.7,6,3.0,60.0,25.0,43.0,64500.0,1,2,12,26312.0,14.0
12002037001,26.0,22.0,23.0,7.0,1.1666666666666667,13156.0,2192.7,6,3.0,60.0,25.0,43.0,64500.0,3,2,12,26312.0,14.0
12002037001,26.0,22.0,23.0,7.0,1.1666666666666667,13156.0,2192.7,6,3.0,60.0,25.0,43.0,64500.0,4,2,12,26312.0,14.0
12002037001,26.0,22.0,23.0,7.0,1.1666666666666667,13156.0,2192.7,6,4.0,120.0,25.0,43.0,129000.0,0,4,24,52624.0,28.0
12002037001,26.0,22.0,23.0,7.0,1.1666666666666667,13156.0,2192.7,6,4.0,120.0,25.0,43.0,129000.0,1,4,24,52624.0,28.0
12002037001,26.0,22.0,23.0,7.0,1.1666666666666667,13156.0,2192.7,6,4.0,120.0,25.0,43.0,129000.0,3,5,30,65780.0,35.0
12002037001,26.0,22.0,23.0,7.0,1.1666666666666667,13156.0,2192.7,6,4.0,120.0,25.0,43.0,129000.0,4,5,30,65780.0,35.0
12002040001,26.0,18.0,26.0,6.326,1.0543333333333333,12168.0,2028.0,6,0.0,40.0,25.0,43.0,43000.0,0,1,6,12168.0,6.326
12002040001,26.0,18.0,26.0,6.326,1.0543333333333333,12168.0,2028.0,6,0.0,40.0,25.0,43.0,43000.0,3,1,6,12168.0,6.326
12002040001,26.0,18.0,26.0,6.326,1.0543333333333333,12168.0,2028.0,6,1.0,40.0,25.0,31.0,31000.0,0,1,6,12168.0,6.326
12002040001,26.0,18.0,26.0,6.326,1.0543333333333333,12168.0,2028.0,6,1.0,40.0,25.0,31.0,31000.0,3,1,6,12168.0,6.326
12002040001,26.0,18.0,26.0,6.326,1.0543333333333333,12168.0,2028.0,6,3.0,60.0,25.0,43.0,64500.0,0,2,12,24336.0,12.652
12002040001,26.0,18.0,26.0,6.326,1.0543333333333333,12168.0,2028.0,6,3.0,60.0,25.0,43.0,64500.0,3,2,12,24336.0,12.652
12002040001,26.0,18.0,26.0,6.326,1.0543333333333333,12168.0,2028.0,6,4.0,120.0,25.0,43.0,129000.0,0,4,24,48672.0,25.304
12002040001,26.0,18.0,26.0,6.326,1.0543333333333333,12168.0,2028.0,6,4.0,120.0,25.0,43.0,129000.0,3,4,24,48672.0,25.304
12002042001,21.0,19.0,28.0,5.1,0.85,11172.0,1862.0,6,0.0,40.0,25.0,43.0,43000.0,0,1,6,11172.0,5.1
12002042001,21.0,19.0,28.0,5.1,0.85,11172.0,1862.0,6,0.0,40.0,25.0,43.0,43000.0,2,2,12,22344.0,10.2
12002042001,21.0,19.0,28.0,5.1,0.85,11172.0,1862.0,6,0.0,40.0,25.0,43.0,43000.0,3,2,12,22344.0,10.2
12002042001,21.0,19.0,28.0,5.1,0.85,11172.0,1862.0,6,0.0,40.0,25.0,43.0,43000.0,5,2,12,22344.0,10.2
12002042001,21.0,19.0,28.0,5.1,0.85,11172.0,1862.0,6,1.0,40.0,25.0,31.0,31000.0,0,1,6,11172.0,5.1
12002042001,21.0,19.0,28.0,5.1,0.85,11172.0,1862.0,6,1.0,40.0,25.0,31.0,31000.0,2,1,6,11172.0,5.1
12002042001,21.0,19.0,28.0,5.1,0.85,11172.0,1862.0,6,1.0,40.0,25.0,31.0,31000.0,3,1,6,11172.0,5.1
12002042001,21.0,19.0,28.0,5.1,0.85,11172.0,1862.0,6,1.0,40.0,25.0,31.0,31000.0,5,2,12,22344.0,10.2
12002042001,21.0,19.0,28.0,5.1,0.85,11172.0,1862.0,6,2.0,30.0,25.0,20.5,15375.0,2,1,6,11172.0,5.1
12002042001,21.0,19.0,28.0,5.1,0.85,11172.0,1862.0,6,3.0,60.0,25.0,43.0,64500.0,0,2,12,22344.0,10.2
12002042001,21.0,19.0,28.0,5.1,0.85,11172.0,1862.0,6,3.0,60.0,25.0,43.0,64500.0,2,4,24,44688.0,20.4
12002042001,21.0,19.0,28.0,5.1,0.85,11172.0,1862.0,6,3.0,60.0,25.0,43.0,64500.0,3,4,24,44688.0,20.4
12002042001,21.0,19.0,28.0,5.1,0.85,11172.0,1862.0,6,3.0,60.0,25.0,43.0,64500.0,5,3,18,33516.0,15.299999999999999
12002042001,21.0,19.0,28.0,5.1,0.85,11172.0,1862.0,6,4.0,120.0,25.0,43.0,129000.0,0,5,30,55860.0,25.5
12002042001,21.0,19.0,28.0,5.1,0.85,11172.0,1862.0,6,4.0,120.0,25.0,43.0,129000.0,2,8,48,89376.0,40.8
12002042001,21.0,19.0,28.0,5.1,0.85,11172.0,1862.0,6,4.0,120.0,25.0,43.0,129000.0,3,8,48,89376.0,40.8
12002042001,21.0,19.0,28.0,5.1,0.85,11172.0,1862.0,6,4.0,120.0,25.0,43.0,129000.0,5,6,36,67032.0,30.599999999999998
12002044001,27.0,18.0,21.0,5.262,0.5846666666666667,10206.0,1134.0,9,0.0,40.0,25.0,43.0,43000.0,0,2,18,20412.0,10.524
12002044001,27.0,18.0,21.0,5.262,0.5846666666666667,10206.0,1134.0,9,0.0,40.0,25.0,43.0,43000.0,1,2,18,20412.0,10.524
12002044001,27.0,18.0,21.0,5.262,0.5846666666666667,10206.0,1134.0,9,0.0,40.0,25.0,43.0,43000.0,3,1,9,10206.0,5.262
12002044001,27.0,18.0,21.0,5.262,0.5846666666666667,10206.0,1134.0,9,0.0,40.0,25.0,43.0,43000.0,4,2,18,20412.0,10.524
12002044001,27.0,18.0,21.0,5.262,0.5846666666666667,10206.0,1134.0,9,1.0,40.0,25.0,31.0,31000.0,0,1,9,10206.0,5.262
12002044001,27.0,18.0,21.0,5.262,0.5846666666666667,10206.0,1134.0,9,1.0,40.0,25.0,31.0,31000.0,1,1,9,10206.0,5.262
12002044001,27.0,18.0,21.0,5.262,0.5846666666666667,10206.0,1134.0,9,1.0,40.0,25.0,31.0,31000.0,3,1,9,10206.0,5.262
