item_code;order_date;daily_order_frequency
12010153001;2021-08-05;1
12010153001;2021-08-06;1
12010153001;2021-08-13;1
12010156001;2021-08-13;1
12010161001;2021-08-09;1
12010161001;2021-08-10;1
12010163001;2021-08-02;1
12010163001;2021-08-06;1
12010163001;2021-08-10;1
12010163001;2021-08-11;1
12010163001;2021-08-12;2
12010163001;2021-08-14;1
12010171001;2021-08-05;1
12010171001;2021-08-12;1
12010171001;2021-08-14;1
12010171001;2021-08-15;1
12010172001;2021-08-08;1
12010172001;2021-08-10;1
12010172001;2021-08-13;1
12010172001;2021-08-16;1
12010173001;2021-08-05;1
12010173001;2021-08-06;1
12010173001;2021-08-09;1
12010173001;2021-08-10;1
12010173001;2021-08-12;1
12010175001;2021-08-13;1
12010176001;2021-08-14;1
12010180001;2021-08-06;1
12010192001;2021-08-03;1
12010192001;2021-08-04;1
12010192001;2021-08-06;2
12010192001;2021-08-08;1
12010192001;2021-08-09;1
12010192001;2021-08-10;1
12010192001;2021-08-11;1
12010192001;2021-08-12;1
12010192001;2021-08-13;1
12010192001;2021-08-14;2
12010192001;2021-08-15;3
12010193001;2021-08-13;1
12010198001;2021-08-01;2
12010198001;2021-08-02;2
12010198001;2021-08-04;1
12010198001;2021-08-05;1
12010198001;2021-08-06;2
12010198001;2021-08-09;1
12010198001;2021-08-11;2
12010198001;2021-08-12;1
12010198001;2021-08-13;1
12010198001;2021-08-15;1
12010200001;2021-08-06;1
12010206001;2021-08-13;1
12010214001;2021-08-12;1
12010234001;2021-08-01;3
12010234001;2021-08-02;1
12010234001;2021-08-03;1
12010234001;2021-08-04;2
12010234001;2021-08-05;3
12010234001;2021-08-07;1
12010234001;2021-08-08;2
12010234001;2021-08-09;5
12010234001;2021-08-10;2
12010234001;2021-08-11;4
12010234001;2021-08-13;1
12010234001;2021-08-15;7
12010234001;2021-08-17;2
12010263001;2021-08-01;1
12010263001;2021-08-10;1
12011003001;2021-08-04;1
12011003001;2021-08-05;3
12011003001;2021-08-06;1
12011003001;2021-08-10;2
12011003001;2021-08-17;1
12011005001;2021-08-05;1
12011005001;2021-08-12;2
12011005001;2021-08-14;3
12011005001;2021-08-16;1
12011018001;2021-08-01;1
12011018001;2021-08-02;1
12011018001;2021-08-04;1
12011018001;2021-08-05;1
12011018001;2021-08-07;1
12011018001;2021-08-08;2
12011018001;2021-08-13;1
12011022001;2021-08-01;1
12011022001;2021-08-05;3
12011022001;2021-08-06;1
12011022001;2021-08-08;1
12011022001;2021-08-09;1
12011022001;2021-08-10;1
12011022001;2021-08-12;1
12011022001;2021-08-15;2
12011022001;2021-08-17;1
12011033001;2021-08-05;1
12011033001;2021-08-06;2
12011033001;2021-08-07;1
12011033001;2021-08-08;4
12011033001;2021-08-09;2
12011033001;2021-08-10;9
12011033001;2021-08-11;4
12011033001;2021-08-12;4
12011033001;2021-08-13;5
12011033001;2021-08-14;7
12011033001;2021-08-15;3
12011033001;2021-08-16;1
12011033001;2021-08-17;1
12011034001;2021-08-07;1
12011034001;2021-08-10;1
12011038001;2021-08-01;1
12011042001;2021-08-02;1
12011042001;2021-08-04;1
12011042001;2021-08-06;1
12011042001;2021-08-07;1
12011042001;2021-08-08;1
12011042001;2021-08-14;1
12011042001;2021-08-15;2
12011042001;2021-08-16;1
12011047001;2021-08-02;1
12011050001;2021-08-02;1
12011050001;2021-08-17;1
12011051001;2021-08-03;1
12011051001;2021-08-06;1
12011051001;2021-08-10;2
12011051001;2021-08-14;1
12011056001;2021-08-01;2
12011056001;2021-08-03;3
12011056001;2021-08-04;1
12011056001;2021-08-08;1
12011056001;2021-08-12;3
12011060001;2021-08-01;1
12011060001;2021-08-03;1
12011060001;2021-08-14;2
12011061001;2021-08-06;1
12011062001;2021-08-03;1
12011062001;2021-08-04;1
12011062001;2021-08-06;1
12011062001;2021-08-10;1
12011062001;2021-08-14;1
12011062001;2021-08-15;1
12011062001;2021-08-16;1
12011065001;2021-08-01;1
12011065001;2021-08-03;1
12011065001;2021-08-04;3
12011065001;2021-08-05;2
12011065001;2021-08-06;1
12011065001;2021-08-12;2
12011065001;2021-08-13;3
12011065001;2021-08-14;1
12011065001;2021-08-16;2
12011065001;2021-08-17;1
12011068001;2021-08-01;1
12011068001;2021-08-09;2
12011068001;2021-08-10;1
12011068001;2021-08-11;1
12011068001;2021-08-13;2
12011068001;2021-08-14;1
12011069001;2021-08-04;1
12011069001;2021-08-05;2
12011069001;2021-08-06;1
12011069001;2021-08-07;1
12011069001;2021-08-09;1
12011069001;2021-08-10;1
12011069001;2021-08-11;1
12011069001;2021-08-14;1
12011074001;2021-08-08;1
12011074001;2021-08-10;1
12011074001;2021-08-17;1
12011075001;2021-08-01;2
12011075001;2021-08-02;4
12011075001;2021-08-03;3
12011075001;2021-08-04;3
12011075001;2021-08-05;1
12011075001;2021-08-06;3
12011075001;2021-08-09;1
12011075001;2021-08-10;5
12011075001;2021-08-11;3
12011075001;2021-08-12;2
12011075001;2021-08-13;2
12011075001;2021-08-14;1
12011075001;2021-08-15;1
12011075001;2021-08-17;1
12011084001;2021-08-01;3
12011084001;2021-08-09;1
12011084001;2021-08-11;1
12011084001;2021-08-13;1
12011084001;2021-08-14;1
12011084001;2021-08-15;1
12011085001;2021-08-01;5
12011085001;2021-08-02;1
12011085001;2021-08-03;1
12011085001;2021-08-04;1
12011085001;2021-08-05;1
12011085001;2021-08-06;2
12011085001;2021-08-08;1
12011085001;2021-08-09;1
12011085001;2021-08-10;1
12011085001;2021-08-11;1
12011085001;2021-08-12;1
12011085001;2021-08-13;1
12011085001;2021-08-14;3
12011085001;2021-08-15;1
12011088001;2021-08-06;1
12011088001;2021-08-12;1
12011096001;2021-08-01;1
12011096001;2021-08-05;1
12011100001;2021-08-01;1
12011100001;2021-08-03;1
12011102001;2021-08-05;2
12011102001;2021-08-06;2
12011102001;2021-08-08;1
12011102001;2021-08-13;1
12011102001;2021-08-14;1
12011102001;2021-08-15;1
12011103001;2021-08-13;1
12011109001;2021-08-01;4
12011109001;2021-08-03;2
12011109001;2021-08-05;3
12011109001;2021-08-06;1
12011109001;2021-08-08;1
12011109001;2021-08-11;1
12011109001;2021-08-12;1
12011109001;2021-08-14;1
12011109001;2021-08-16;1
12011111001;2021-08-03;1
12011111001;2021-08-13;1
12011111001;2021-08-17;1
12011117001;2021-08-08;2
12011117001;2021-08-14;2
12011118001;2021-08-13;1
12011118001;2021-08-17;1
12011120001;2021-08-05;1
12011120001;2021-08-11;1
12011131001;2021-08-14;1
12011133001;2021-08-13;1
12011134001;2021-08-17;1
12011136001;2021-08-02;1
12011136001;2021-08-06;2
12011136001;2021-08-09;2
12011136001;2021-08-10;1
12011136001;2021-08-13;1
12011136001;2021-08-14;2
12011136001;2021-08-15;1
12011139001;2021-08-07;1
12011139001;2021-08-14;1
12011142001;2021-08-12;1
12011144001;2021-08-11;1
12011144001;2021-08-12;1
12011144001;2021-08-15;3
12011144001;2021-08-16;1
12011144001;2021-08-17;1
12011150001;2021-08-01;1
12011150001;2021-08-05;1
12011150001;2021-08-12;1
12011150001;2021-08-14;1
12011150001;2021-08-15;1
12011152001;2021-08-04;1
12011152001;2021-08-14;1
12011153001;2021-08-03;1
12011153001;2021-08-15;1
12011158002;2021-08-05;1
12011158002;2021-08-12;1
12011158002;2021-08-13;1
12011158002;2021-08-14;2
12011158002;2021-08-16;1
12011163001;2021-08-01;4
12011163001;2021-08-02;1
12011163001;2021-08-05;1
12011163001;2021-08-14;1
12011168001;2021-08-05;1
12011168001;2021-08-06;2
12011168001;2021-08-07;1
12011168001;2021-08-09;3
12011168001;2021-08-10;1
12011168001;2021-08-11;5
12011168001;2021-08-12;5
12011168001;2021-08-13;3
12011168001;2021-08-14;5
12011168001;2021-08-15;4
12011168001;2021-08-16;1
12011168001;2021-08-17;1
12011169001;2021-08-10;1
12011169001;2021-08-12;4
12011169001;2021-08-14;1
12011169001;2021-08-15;1
12011169001;2021-08-17;2
12011171001;2021-08-01;2
12011171001;2021-08-12;1
12011172001;2021-08-03;2
12011172001;2021-08-08;2
12011172001;2021-08-10;1
12011172001;2021-08-11;1
12011173001;2021-08-02;1
12011174001;2021-08-01;1
12011178001;2021-08-08;1
12011178001;2021-08-15;1
12011179001;2021-08-03;1
12011179001;2021-08-12;1
12011179001;2021-08-13;1
12011182001;2021-08-04;1
12011182001;2021-08-15;1
12011184001;2021-08-06;1
12011184001;2021-08-09;2
12011184001;2021-08-14;1
12011184001;2021-08-15;1
12011184001;2021-08-17;1
12011186001;2021-08-06;1
12011186001;2021-08-10;1
12011189001;2021-08-01;2
12011189001;2021-08-02;1
12011189001;2021-08-03;1
12011189001;2021-08-06;1
12011189001;2021-08-08;1
12011189001;2021-08-11;1
12011189001;2021-08-12;1
12011189001;2021-08-13;1
12011189001;2021-08-16;1
12011189001;2021-08-17;1
12011196001;2021-08-06;1
12011196001;2021-08-10;2
12011196001;2021-08-14;1
12011199001;2021-08-01;2
12011199001;2021-08-02;1
12011199001;2021-08-04;1
12011199001;2021-08-05;2
12011199001;2021-08-06;2
12011199001;2021-08-07;3
12011199001;2021-08-08;1
12011199001;2021-08-14;2
12011199001;2021-08-16;2
12011199001;2021-08-17;1
12011204001;2021-08-17;1
12011210001;2021-08-01;3
12011210001;2021-08-02;1
12011210001;2021-08-03;1
12011210001;2021-08-04;1
12011210001;2021-08-06;1
12011210001;2021-08-11;1
12011213001;2021-08-08;2
12011213001;2021-08-15;1
12011213001;2021-08-17;1
12011215001;2021-08-01;1
12011215001;2021-08-03;2
12011215001;2021-08-07;1
12011215001;2021-08-08;1
12011215001;2021-08-09;2
12011215001;2021-08-11;1
12011216001;2021-08-17;1
12011220001;2021-08-11;1
12011220001;2021-08-13;1
12011221001;2021-08-10;1
12011221001;2021-08-12;1
12011221001;2021-08-14;2
12011221001;2021-08-17;1
12011226001;2021-08-05;1
12011226001;2021-08-11;1
12011230001;2021-08-04;1
12011230001;2021-08-07;2
12011230001;2021-08-09;1
12011230001;2021-08-12;1
12011230001;2021-08-13;1
12011230001;2021-08-15;1
12011230001;2021-08-16;1
12011231001;2021-08-10;1
12011231001;2021-08-17;1
12011235001;2021-08-01;1
12011235001;2021-08-02;1
12011235001;2021-08-08;1
12011235001;2021-08-13;1
12011237001;2021-08-01;1
12011237001;2021-08-02;1
12011237001;2021-08-04;2
12011237001;2021-08-05;2
12011237001;2021-08-06;4
12011237001;2021-08-07;1
12011237001;2021-08-10;1
12011237001;2021-08-13;2
12011237001;2021-08-16;1
12011237001;2021-08-17;1
12011243001;2021-08-06;1
12011243001;2021-08-07;1
12011243001;2021-08-10;1
12011243001;2021-08-12;1
12011244001;2021-08-01;2
12011244001;2021-08-02;2
12011244001;2021-08-04;1
12011244001;2021-08-09;1
12011244001;2021-08-12;1
12011244001;2021-08-15;1
12011244001;2021-08-16;1
12011247001;2021-08-01;1
12011247001;2021-08-11;1
12011251001;2021-08-02;1
12011251001;2021-08-05;1
12011251001;2021-08-13;1
12011251001;2021-08-17;1
12011252001;2021-08-01;1
12011252001;2021-08-03;1
12011252001;2021-08-05;2
12011252001;2021-08-09;2
12011252001;2021-08-10;1
12011252001;2021-08-11;1
12011252001;2021-08-12;2
12011252001;2021-08-14;1
12011252001;2021-08-16;1
12011254001;2021-08-01;3
12011254001;2021-08-03;1
12011254001;2021-08-05;1
12011254001;2021-08-06;2
12011254001;2021-08-08;1
12011254001;2021-08-09;1
12011254001;2021-08-11;1
12011254001;2021-08-12;1
12011254001;2021-08-13;2
12011254001;2021-08-14;1
12011254001;2021-08-15;3
12011255001;2021-08-01;1
12011255001;2021-08-03;1
12011255001;2021-08-04;1
12011255001;2021-08-05;1
12011255001;2021-08-06;1
12011255001;2021-08-09;1
12011255001;2021-08-10;1
12011255001;2021-08-11;1
12011255001;2021-08-13;1
12011255001;2021-08-14;1
12011255001;2021-08-15;1
12011257001;2021-08-05;2
12011257001;2021-08-09;1
12011257001;2021-08-12;1
12011257001;2021-08-13;1
12011257001;2021-08-16;1
12011262001;2021-08-02;1
12011262001;2021-08-03;1
12011262001;2021-08-06;1
12011262001;2021-08-07;1
12011262001;2021-08-09;1
12011263001;2021-08-11;1
12011263001;2021-08-12;1
12011263001;2021-08-14;2
12011264001;2021-08-13;1
12011264001;2021-08-14;1
12011264001;2021-08-15;1
12011264001;2021-08-16;1
12011265001;2021-08-17;1
12011267001;2021-08-03;1
12011267001;2021-08-08;1
12011267001;2021-08-10;1
12011268001;2021-08-01;1
12011268001;2021-08-04;1
12011268001;2021-08-05;3
12011268001;2021-08-07;1
12011268001;2021-08-08;1
12011268001;2021-08-10;1
12011268001;2021-08-12;2
12011268001;2021-08-13;1
12011268001;2021-08-15;2
12011275001;2021-08-06;3
12011275001;2021-08-10;1
12011276001;2021-08-04;1
12011276001;2021-08-11;1
12011276001;2021-08-13;1
12011277001;2021-08-01;5
12011277001;2021-08-02;2
12011277001;2021-08-03;2
12011277001;2021-08-04;3
12011277001;2021-08-05;4
12011277001;2021-08-06;3
12011277001;2021-08-07;1
12011277001;2021-08-08;2
12011277001;2021-08-09;2
12011277001;2021-08-11;2
12011277001;2021-08-12;1
12011277001;2021-08-14;1
12011277001;2021-08-15;2
12011291001;2021-08-07;1
12011291001;2021-08-08;1
12011291001;2021-08-13;1
12011291001;2021-08-15;1
12011291001;2021-08-16;1
12011299001;2021-08-01;2
12011299001;2021-08-10;1
12011299001;2021-08-12;1
12011299001;2021-08-13;1
12011299001;2021-08-14;2
12011299001;2021-08-15;2
12011299001;2021-08-17;3
12011304001;2021-08-01;1
12011304001;2021-08-05;1
12011304001;2021-08-14;2
12011304001;2021-08-17;1
12011308001;2021-08-04;1
12011308001;2021-08-06;1
12011308001;2021-08-12;1
12011308001;2021-08-14;1
12011310001;2021-08-06;1
12011310001;2021-08-09;1
12011310001;2021-08-14;1
12011310001;2021-08-15;1
12011329001;2021-08-07;1
12011329001;2021-08-09;1
12011329001;2021-08-10;1
12011333001;2021-08-03;1
12011333001;2021-08-04;1
12011333001;2021-08-07;1
12011333001;2021-08-10;1
12011333001;2021-08-13;1
12011333001;2021-08-14;2
12011333001;2021-08-15;1
12011333001;2021-08-16;1
12011333001;2021-08-17;1
12011334001;2021-08-01;2
12011334001;2021-08-02;1
12011334001;2021-08-04;2
12011334001;2021-08-09;1
12011334001;2021-08-12;2
12011334001;2021-08-14;2
12011337001;2021-08-16;1
12011339001;2021-08-17;1
12011342001;2021-08-03;1
12011345001;2021-08-05;1
12011345001;2021-08-17;1
12011347001;2021-08-02;1
12011347001;2021-08-09;1
12011347001;2021-08-13;1
12011347001;2021-08-14;1
12011347001;2021-08-17;1
12011349001;2021-08-03;1
12011349001;2021-08-04;1
12011349001;2021-08-06;1
12011349001;2021-08-09;1
12011349001;2021-08-12;2
12011349001;2021-08-15;1
12011349001;2021-08-17;1
12011351001;2021-08-05;1
12011351001;2021-08-10;1
12011354001;2021-08-01;2
12011354001;2021-08-04;2
12011354001;2021-08-07;1
12011354001;2021-08-10;1
12011354001;2021-08-14;1
12011354001;2021-08-15;1
12011354001;2021-08-17;1
12011355001;2021-08-01;1
12011355001;2021-08-14;1
12011357001;2021-08-08;1
12011358001;2021-08-10;1
12011360001;2021-08-12;1
12011362001;2021-08-08;1
12011362001;2021-08-17;1
12011367001;2021-08-05;1
12011367001;2021-08-12;1
12011367001;2021-08-15;1
12011373001;2021-08-03;1
12011373001;2021-08-10;1
12011373001;2021-08-12;1
12011374001;2021-08-09;1
12011374001;2021-08-10;1
12011374001;2021-08-12;2
12011374001;2021-08-13;1
12011374001;2021-08-15;1
12011374001;2021-08-17;1
12011376001;2021-08-05;1
12011376001;2021-08-06;1
12011376001;2021-08-13;1
12011386001;2021-08-06;1
12011398001;2021-08-03;1
12011398001;2021-08-06;1
12011398001;2021-08-12;1
12011398001;2021-08-14;1
12011398001;2021-08-15;1
12011400001;2021-08-01;2
12011400001;2021-08-03;1
12011400001;2021-08-05;2
12011400001;2021-08-07;1
12011400001;2021-08-08;1
12011400001;2021-08-09;1
12011400001;2021-08-10;2
12011400001;2021-08-11;2
12011400001;2021-08-14;2
12011400001;2021-08-15;2
12011400001;2021-08-16;1
12011400001;2021-08-17;1
12011402001;2021-08-01;1
12011402001;2021-08-09;1
12011402001;2021-08-15;1
12011403001;2021-08-05;2
12011403001;2021-08-10;1
12011403001;2021-08-11;1
12011409001;2021-08-01;1
12011409001;2021-08-03;1
12011409001;2021-08-08;2
12011409001;2021-08-10;2
12011409001;2021-08-11;1
12011409001;2021-08-13;1
12011409001;2021-08-14;1
12011409001;2021-08-15;1
12011417001;2021-08-09;1
12011433001;2021-08-17;1
12011439001;2021-08-07;1
12011439001;2021-08-10;1
12011439001;2021-08-14;1
12011451001;2021-08-03;1
12011451001;2021-08-04;1
12011466001;2021-08-01;1
12011466001;2021-08-09;1
12011473001;2021-08-01;3
12011473001;2021-08-09;1
12011473001;2021-08-10;1
12011473001;2021-08-11;1
12011473001;2021-08-12;2
12011473001;2021-08-13;2
12011473001;2021-08-15;1
12011473001;2021-08-16;1
12011477001;2021-08-04;1
12011477001;2021-08-09;1
12011477001;2021-08-11;1
12011479001;2021-08-16;1
12011489001;2021-08-04;1
12011489001;2021-08-05;1
12011999001;2021-08-09;1
12011999001;2021-08-15;1
12012012001;2021-08-07;1
12012022001;2021-08-07;1
12012022001;2021-08-08;1
12012022001;2021-08-10;1
12012022001;2021-08-13;1
12012022001;2021-08-17;1
12012045001;2021-08-10;2
12012045001;2021-08-11;1
12012072001;2021-08-01;1
12012072001;2021-08-02;1
12012098001;2021-08-02;1
12012098001;2021-08-04;1
12012098001;2021-08-14;1
12012118001;2021-08-10;1
12012120001;2021-08-03;1
12012120001;2021-08-10;2
12012164001;2021-08-06;1
12012164001;2021-08-08;1
12012164001;2021-08-14;1
12012164001;2021-08-15;3
12012165001;2021-08-09;1
12012169001;2021-08-15;1
12012169001;2021-08-16;1
12012170001;2021-08-16;1
12012171001;2021-08-14;1
12012196001;2021-08-01;1
12012196001;2021-08-02;2
12012196001;2021-08-13;1
12012928001;2021-08-08;1
12012928001;2021-08-14;1
12012969001;2021-08-11;1
12012969001;2021-08-14;1
12012984001;2021-08-12;1
12012984001;2021-08-15;1
12014004001;2021-08-02;1
12014004001;2021-08-04;1
12014004001;2021-08-14;1
12014004001;2021-08-16;1
12014022001;2021-08-14;1
12014035001;2021-08-03;1
12014035001;2021-08-08;1
12014035001;2021-08-10;1
12014035001;2021-08-11;1
12016005001;2021-08-01;1
12016005001;2021-08-08;1
12016077001;2021-08-07;1
12016077001;2021-08-09;1
12016077001;2021-08-11;1
12016077001;2021-08-16;1
12016078001;2021-08-02;1
12016078001;2021-08-12;1
12016079001;2021-08-03;1
12016079001;2021-08-05;1
12016079001;2021-08-06;1
12016099001;2021-08-08;1
12016099001;2021-08-09;1
12016099001;2021-08-16;1
12016106001;2021-08-12;1
12016111001;2021-08-02;1
12016111001;2021-08-03;1
12016111001;2021-08-12;1
12016111001;2021-08-14;2
12016114001;2021-08-12;1
12016139001;2021-08-16;1
12017009001;2021-08-03;1
12017009001;2021-08-07;1
12017009001;2021-08-14;1
12017009001;2021-08-17;1
12017016001;2021-08-01;1
12017016001;2021-08-03;1
12017016001;2021-08-10;1
12017017001;2021-08-14;1
12017018001;2021-08-14;1
12017019001;2021-08-01;1
12017019001;2021-08-03;1
12017019001;2021-08-06;1
12017040001;2021-08-01;1
12017040001;2021-08-08;1
12017040001;2021-08-11;1
12020003001;2021-08-06;2
12020003001;2021-08-09;1
12020003001;2021-08-15;1
12020003001;2021-08-17;1
12020005003;2021-08-14;1
12020008001;2021-08-10;1
12020020001;2021-08-01;1
12020020001;2021-08-08;2
12020021001;2021-08-01;1
12020026001;2021-08-02;1
12020026001;2021-08-08;1
12020028001;2021-08-02;1
12020028001;2021-08-03;2
12020028001;2021-08-04;1
12020028001;2021-08-08;1
12020028001;2021-08-09;1
12020028001;2021-08-10;1
12020028001;2021-08-12;1
12020028001;2021-08-13;1
12020028001;2021-08-15;1
12020028001;2021-08-16;1
12020035001;2021-08-01;1
12020035001;2021-08-07;1
12020035001;2021-08-09;1
12020035001;2021-08-11;1
12020035001;2021-08-12;1
12020035001;2021-08-13;1
12020035001;2021-08-17;1
12020036001;2021-08-02;1
12020036001;2021-08-03;1
12020036001;2021-08-08;2
12020036001;2021-08-09;1
12020036001;2021-08-11;1
12020036001;2021-08-15;1
12020045001;2021-08-15;1
12020045001;2021-08-16;1
12020046001;2021-08-06;1
12020046001;2021-08-09;1
12020050001;2021-08-13;1
12020051001;2021-08-06;1
12020057001;2021-08-07;1
12020057001;2021-08-10;2
12020068001;2021-08-08;1
12020068001;2021-08-12;3
12020068001;2021-08-13;2
12020068001;2021-08-15;1
12020068001;2021-08-17;1
12020070001;2021-08-08;1
12020078001;2021-08-08;1
12020078001;2021-08-14;1
12020089001;2021-08-02;1
12020089001;2021-08-09;1
12020093001;2021-08-01;1
12020093001;2021-08-02;1
12020093001;2021-08-05;1
12020093001;2021-08-08;2
12020093001;2021-08-09;1
12020093001;2021-08-11;1
12020093001;2021-08-12;1
12020093001;2021-08-13;1
12020101001;2021-08-01;1
12020133001;2021-08-04;1
12020133001;2021-08-05;2
12020133001;2021-08-08;1
12020133001;2021-08-09;1
12020138001;2021-08-15;1
12020141001;2021-08-02;1
12020141001;2021-08-05;1
12020141001;2021-08-06;1
12020141001;2021-08-07;1
12020141001;2021-08-11;1
12020141001;2021-08-16;1
12020164001;2021-08-03;1
12020164001;2021-08-11;1
12020165001;2021-08-01;1
12020165001;2021-08-06;2
12020165001;2021-08-07;2
12020165001;2021-08-08;1
12020165001;2021-08-11;3
12020165001;2021-08-14;2
12020165001;2021-08-17;1
12020166001;2021-08-06;1
12020175001;2021-08-07;1
12020189001;2021-08-05;1
12020196001;2021-08-09;1
12020196001;2021-08-10;1
12020196001;2021-08-15;1
12020203001;2021-08-08;2
12020217001;2021-08-05;1
12020221001;2021-08-07;1
12020222001;2021-08-05;2
12020225001;2021-08-08;1
12020225001;2021-08-09;1
12020225001;2021-08-11;2
12020225001;2021-08-12;2
12020225001;2021-08-15;1
12020225001;2021-08-17;3
12020232001;2021-08-02;1
12020232001;2021-08-03;3
12020232001;2021-08-04;2
12020232001;2021-08-06;3
12020232001;2021-08-08;4
12020232001;2021-08-09;2
12020232001;2021-08-10;2
12020232001;2021-08-12;1
12020232001;2021-08-13;2
12020232001;2021-08-14;2
12020232001;2021-08-15;2
12020237001;2021-08-05;1
12020237001;2021-08-13;1
12020240001;2021-08-08;1
12020240001;2021-08-13;1
12020240001;2021-08-14;2
12020240001;2021-08-15;2
12020242001;2021-08-04;1
12020242001;2021-08-16;1
12020253001;2021-08-06;1
12020253001;2021-08-14;1
12020260001;2021-08-15;1
12020266001;2021-08-02;1
12020271001;2021-08-16;1
12020282001;2021-08-08;1
12020282001;2021-08-13;1
12020283001;2021-08-08;1
12020312001;2021-08-11;1
12020325001;2021-08-03;1
12020325001;2021-08-04;1
12020325001;2021-08-05;1
12020326001;2021-08-01;1
12020326001;2021-08-02;1
12020326001;2021-08-05;1
12020326001;2021-08-08;1
12020326001;2021-08-14;1
12020344001;2021-08-03;2
12020344001;2021-08-05;1
12020344001;2021-08-08;1
12020344001;2021-08-10;2
12020344001;2021-08-12;2
12020344001;2021-08-13;5
12020344001;2021-08-15;4
12020362001;2021-08-03;1
12020362001;2021-08-17;1
12020372001;2021-08-01;1
12020372001;2021-08-05;1
12020372001;2021-08-16;1
12020383001;2021-08-03;1
12020383001;2021-08-07;1
12020383001;2021-08-08;1
12020383001;2021-08-10;1
12020383001;2021-08-16;1
12020416001;2021-08-05;1
12020416001;2021-08-07;1
12020423001;2021-08-03;1
12020423001;2021-08-04;1
12020423001;2021-08-09;1
12020437001;2021-08-04;1
12020471001;2021-08-05;1
12020473001;2021-08-01;1
12020473001;2021-08-02;1
12020473001;2021-08-03;1
12020473001;2021-08-04;2
12020473001;2021-08-05;1
12020473001;2021-08-06;1
12020473001;2021-08-07;2
12020473001;2021-08-08;3
12020473001;2021-08-12;3
12020473001;2021-08-13;1
12020473001;2021-08-14;2
12020473001;2021-08-15;1
12020473001;2021-08-16;1
12020473001;2021-08-17;1
12020485001;2021-08-01;1
12020485001;2021-08-03;1
12020485001;2021-08-04;1
12020485001;2021-08-05;1
12020485001;2021-08-06;1
12020485001;2021-08-09;1
12020485001;2021-08-10;2
12020485001;2021-08-11;1
12020485001;2021-08-12;1
12020485001;2021-08-15;3
12020498001;2021-08-06;2
12020498001;2021-08-10;1
12020498001;2021-08-15;1
12020901001;2021-08-01;1
12020901001;2021-08-03;2
12020901001;2021-08-05;1
12020920001;2021-08-03;1
12020920001;2021-08-06;1
12020920001;2021-08-14;1
12020923001;2021-08-01;2
12020923001;2021-08-14;1
12020926001;2021-08-12;1
12020927001;2021-08-11;1
12020956001;2021-08-12;1
12020961001;2021-08-10;1
12020961001;2021-08-13;1
12020965001;2021-08-15;1
12020965001;2021-08-17;1
12021028001;2021-08-15;2
12021042001;2021-08-17;1
12021052001;2021-08-11;1
12021923001;2021-08-05;2
12021969001;2021-08-02;1
12021969001;2021-08-17;1
12022005001;2021-08-02;1
12022008001;2021-08-08;1
12022027001;2021-08-10;1
12022043001;2021-08-01;2
12022043001;2021-08-02;1
12022043001;2021-08-03;1
12022043001;2021-08-17;1
12022047001;2021-08-06;2
12022096001;2021-08-01;1
12022096001;2021-08-02;1
12022096001;2021-08-03;2
12022096001;2021-08-06;1
12022109001;2021-08-02;1
12022109001;2021-08-14;1
12022109001;2021-08-15;1
12022153001;2021-08-15;2
12022184001;2021-08-02;1
12022184001;2021-08-04;1
12022224001;2021-08-06;1
12022275001;2021-08-05;1
12023079001;2021-08-14;1
12023093001;2021-08-06;1
12023125001;2021-08-05;1
12023195001;2021-08-08;1
12023202001;2021-08-09;1
12023227001;2021-08-11;1
12023263001;2021-08-12;1
12023278001;2021-08-01;1
12023463001;2021-08-07;1
12023463001;2021-08-08;1
12031016001;2021-08-02;1
12032035001;2021-08-10;1
12032072001;2021-08-02;1
12032121001;2021-08-06;1
12032227001;2021-08-07;1
12032227001;2021-08-10;1
12032540001;2021-08-17;1
12032541001;2021-08-12;2
12034025001;2021-08-14;1
12034051001;2021-08-06;1
12034051001;2021-08-08;2
12034053001;2021-08-03;1
12034053001;2021-08-06;1
12034053001;2021-08-09;1
12034063001;2021-08-05;1
12034071001;2021-08-08;1
12034075001;2021-08-01;2
12034075001;2021-08-02;3
12034075001;2021-08-03;2
12034075001;2021-08-05;1
12034075001;2021-08-06;1
12034075001;2021-08-07;1
12034075001;2021-08-08;1
12034075001;2021-08-09;3
12034075001;2021-08-10;2
12034075001;2021-08-12;1
12034075001;2021-08-13;2
12034075001;2021-08-14;1
12034075001;2021-08-15;2
12034075001;2021-08-17;3
12034085001;2021-08-08;1
12034085001;2021-08-09;1
12034100001;2021-08-17;1
12034104001;2021-08-02;1
12034104001;2021-08-04;1
12034104001;2021-08-06;1
12034104001;2021-08-17;1
12034154001;2021-08-01;1
12034167001;2021-08-15;1
12034171001;2021-08-04;1
12034201001;2021-08-03;1
12034201001;2021-08-11;1
12034201001;2021-08-12;1
12034211001;2021-08-04;1
12034211001;2021-08-15;1
12100002001;2021-08-10;1
12100002001;2021-08-13;3
12100002001;2021-08-14;2
12100003001;2021-08-01;2
12100003001;2021-08-02;6
12100003001;2021-08-03;2
12100003001;2021-08-04;1
12100003001;2021-08-05;3
12100003001;2021-08-06;2
12100003001;2021-08-07;2
12100008001;2021-08-10;1
12100008001;2021-08-17;1
12100009001;2021-08-09;1
12100009001;2021-08-12;1
12100011001;2021-08-01;2
12100011001;2021-08-02;2
12100011001;2021-08-05;1
12100011001;2021-08-07;1
